experiment,step,total_steps,split,loss,train_time_ms,step_avg_ms
,,,train,,,
,{step},{args.num_iterations},val,{val_loss,,
,{step},{args.num_iterations},val,{val_loss,,
,,,train,,,
,{step+1},{args.num_iterations},train,{train_loss.item(),,
,{step+1},{args.num_iterations},train,{train_loss.item(),,
,601,5100,train,4.0248,662968,1121.77
,602,5100,train,3.9783,664093,1121.78
,603,5100,train,3.9894,665202,1121.76
,604,5100,train,4.2012,666331,1121.77
,605,5100,train,3.9424,667440,1121.75
,606,5100,train,3.9977,668560,1121.75
,607,5100,train,3.9214,669661,1121.71
,608,5100,train,4.1781,670787,1121.72
,609,5100,train,3.9769,671896,1121.70
,610,5100,train,3.9756,673016,1121.69
,611,5100,train,4.2025,674122,1121.67
,612,5100,train,4.0937,675243,1121.67
,613,5100,train,4.0130,676343,1121.63
,614,5100,train,4.0805,677471,1121.64
